Id,Price
4567,166554.67843749892
5925,122755.77609213204
960,139498.32557640102
3848,171556.30436514507
746,174932.8917301016
868,343665.74136851326
672,113172.8601008295
2471,199135.23496794445
4510,123669.67173884498
8354,236776.06918529462
6393,175289.06246610623
13270,231534.43623808282
5250,244510.72450829466
16751,169383.4645585176
11404,127065.04739051545
10588,333391.51731946593
14925,191756.3042238597
6791,240063.294654922
16097,218602.97030385074
16428,350496.6574146819
6945,353084.3428312356
3190,188162.03925649193
15709,471003.97708901204
13155,177824.3479357733
7675,203403.1889437975
14686,232427.2674875423
609,173818.34146352496
11155,123459.42303153269
10869,205663.00627237745
15742,182917.57595826723
9245,186423.187336173
3340,181784.0688546973
2359,273121.415178151
8070,221649.09284120757
13707,129716.42997743297
16079,257265.76024724173
15937,243003.03965301905
14090,177016.39659673645
9008,216151.90376026582
16384,189170.54832165086
11657,258046.18488358796
13151,158834.1265095041
8990,181384.48312535015
11857,191033.67170310073
1565,161148.57014962874
8174,118741.93050017284
9247,230940.91574390326
10478,220222.3840894573
15509,147711.7995148158
8306,194701.04516189598
6642,188834.38252772254
7472,208456.62170772598
15989,135118.70460310185
13682,136271.88311361856
163,282774.4099495873
7076,171837.164558526
7478,339732.43064531614
3029,190527.78723549048
1814,150229.73379909515
10057,148907.61879797655
15100,193736.52342579977
12694,239668.2882920435
6291,176640.48870526336
12603,199994.75200590835
3218,254289.83517196833
13456,131490.86914417244
10170,239597.78389946386
4530,142143.71017474306
13329,165486.88961551056
4820,140631.04570242713
10896,163044.89919517605
13416,112097.73742054038
2701,225239.31578263026
11265,319251.38511644636
9189,254977.63119840858
1858,187700.55747470912
14536,241947.4924609378
6199,315510.89378496725
14730,154404.95070484158
7510,272002.46606336726
15505,165838.0415024313
7446,189855.66530641352
14016,184970.77208196084
14113,113519.29247895702
8721,298061.7700082474
6193,282357.12392098067
5717,179061.99394263685
5427,288906.3098630995
9520,570532.4233001956
6869,102782.76706045266
1658,146633.7914754554
6639,221845.4129251761
6283,187167.02293534926
6257,125547.825398973
15235,191748.49119802742
902,213095.46933871938
8932,197712.70335155155
16469,326902.6913720036
2825,253835.2799699254
6450,440004.9890446266
11366,180545.39899462112
3801,325096.2351032762
11385,214339.74222986508
1079,203603.68285291738
3202,245496.28204777188
676,200543.02361118645
6185,270874.44436808577
7730,164875.70930033526
2573,182797.83139000152
10978,207160.92051586532
10962,250944.56452896688
8870,209107.65516082547
8496,183969.96820337756
5517,176007.14269044358
927,189415.5438853502
13675,196405.52663903538
1499,225643.65623198685
15536,322178.1424072561
8602,337957.5569232926
12137,392349.8843328195
9865,247452.3597515162
16353,285014.88691504893
15908,222860.40962804228
3944,181649.85054970015
10359,208462.61776383422
15158,221571.67961264073
3259,256091.31383149556
7220,330474.09909936157
13843,204217.25772863708
16736,172264.6029447793
702,247843.4493740818
16401,101731.3603097743
12134,178299.05926615532
6918,204012.81118446344
11792,129415.3519253162
3798,136263.25513163488
10395,124519.8317043007
11099,123479.7921358102
7090,194313.77717172325
11260,196436.16509074662
9647,209823.18783577989
2903,365404.37793416844
2071,182511.1304153646
8604,197193.49502501852
9346,203169.0017426531
3945,213487.3799536541
3420,143625.45323857304
10842,127984.52427284182
725,165258.27329422894
13931,211615.06357927492
16330,219349.84267869274
9066,428076.3521971569
3326,311919.5305305581
1556,275424.7555453971
6579,101468.14888815657
13877,139691.70744405626
9857,326224.81279153883
7302,248434.03151643928
5684,182742.8877686879
6513,230363.1936222093
11342,115901.36410867682
16561,242513.29772855088
6885,176118.82514777457
9308,184255.4493542137
2559,158699.51163030826
6648,188076.3572263384
15260,166380.74446517084
5113,182478.04734741792
16492,195467.05733430802
12034,287162.43772631686
7248,182605.60903061985
2171,209537.21311606644
10594,168931.24011847284
13241,190641.69330366515
7032,143312.93887235413
4884,151139.50641229414
903,248344.9834053028
162,150584.0192552089
6566,223458.2117739347
8249,120572.63512358256
13106,195847.72252596501
256,118558.36086577908
7976,164918.6176291188
8575,176234.95609297685
7591,293127.2208982437
3204,258393.94256287863
15804,191126.01697338797
1525,299025.16350883007
9038,204170.9449134319
13628,190743.34223634496
10016,204713.37140537164
10208,241605.56430788754
2008,193504.8768347007
13029,196003.01159661132
5099,125865.6149654186
9923,272893.9667211874
9461,144035.36531585446
11086,167398.71979047087
15057,219872.20097140476
10689,174314.86665267407
2053,250626.71512047856
16630,165379.7162165598
4985,166749.55218910842
13881,225868.70958160824
13225,193637.23082229524
5779,65956.59600445218
10262,190637.34687951542
10762,227844.25388160095
9513,194808.46198740733
11128,152687.90742914658
2074,311930.2115556584
933,201981.27678422898
2780,197104.31150146818
6594,125498.50358222256
15394,353370.9365616409
14863,145146.03213021066
6698,216817.85544538952
1611,297974.89674126153
174,190911.46733447813
5160,214840.41116412275
3295,324512.0281094027
4559,366704.0615015428
8254,177884.66471887424
10228,100698.09327161286
13924,137498.87402190443
15341,250522.2138231325
4353,196082.5757029001
4334,67681.69299864874
1872,156757.37437114553
7823,178072.9441045423
310,149601.8212945756
3704,245248.13154650148
11615,207336.46809255044
6605,213553.6599167007
3381,185315.15756695837
2143,144224.03596665568
3191,242392.75622044574
13980,175162.35856562588
15613,169127.0137163942
10943,261826.6570827403
9654,166129.92960791878
16053,344456.3593287843
14931,213206.16794196394
8299,212189.63283873617
2147,172287.59587866196
11567,408174.508473648
5905,137174.15959553779
11160,109086.70109222556
8275,151171.599411179
16398,280614.1037583486
11229,189026.66991298978
10309,164629.05279175958
7340,274155.607612894
7653,170313.7139327637
272,179035.22573869978
9831,236962.7436401019
5016,140093.146834707
5968,72737.8902728853
796,244686.012227978
12123,132804.13850141733
16629,184162.38184094828
2637,175859.45371813132
6194,223046.36520264938
6216,409897.5832940609
14346,158870.27141161097
6428,132332.941442806
2891,226209.9620365136
84,181080.29618797972
9260,183288.88891599205
15250,137076.02511912008
2348,206741.67109115486
10427,271699.47117593547
13230,255073.51107488835
1691,183766.1959762709
8803,128181.69117147863
5464,212688.97465268284
10559,114711.52933493415
16787,295731.1197709547
4278,163896.48467428246
6183,169260.994552235
12775,165749.75731585216
10104,171198.74344710342
13663,184780.44303621876
9404,253191.85941366933
14724,215708.2452382118
10040,172733.74825927505
4646,194000.75820817697
4754,154186.36716498548
3310,218866.93281600182
2003,186004.17688592116
7312,262011.69128180313
10921,226867.53271877044
13419,285686.4189989457
10105,157057.79448152284
2196,374908.6717732877
12659,218597.47896954135
4380,225504.3885507636
10847,149841.43912899905
10805,288736.91340076533
8709,98656.40249115886
8319,178048.26917467054
2215,182173.26894516626
7000,205234.76262408882
7701,112302.19771678445
9678,193135.46202716487
14026,210200.56773492543
7971,170350.79152253212
13734,141138.52472760293
16483,192526.33623621392
6150,221116.4246640684
2931,257535.2823553704
5418,191108.00418127872
1662,573302.8838812801
2441,212297.9172734102
669,142502.95022913947
7734,179176.18178451443
6010,241679.0808614862
266,142010.39395270913
632,144705.35543202233
16221,102247.39638512049
11832,179549.4632569891
5035,97794.69144456455
37,109274.01822217494
6168,183848.45270870798
11757,168942.79745924994
8086,117791.54107404145
6529,222708.13680396363
15121,189944.83873670176
13904,148401.71611762
3711,175365.0188266322
16563,115732.14208088514
14494,169515.35477913413
3006,224298.8814511454
15299,132359.51289579595
92,288109.7268861241
8066,186435.87740061135
16071,210677.63273197238
10662,140285.25859826294
3883,230125.26698467706
5511,118426.59868208446
2821,249191.62878199693
9570,189448.64114814228
4326,246783.7705830659
9251,242398.90072158174
9031,206048.69608241162
12689,153972.33570380966
16380,266051.68660102994
1053,230703.92383888643
4568,192667.21533824067
16140,116559.58128050354
14356,384300.65296427935
8466,178526.30529810087
15652,139822.493134795
3285,114309.21735279536
3198,162940.5815298352
14088,443424.708006846
2268,126203.89521536544
15472,190093.42030867457
1203,211068.23816713213
7157,351622.8152858615
6886,178419.16717944524
5083,247184.7750835943
7467,110689.6396580093
14068,214833.27420319334
2080,177612.44448126422
10865,160338.61605438648
13516,180617.35294632605
14150,209310.67973595555
7609,98940.48636477828
2144,277535.08043229737
10357,195488.1171758123
2396,232154.05707776488
1526,363437.1542258271
10890,235853.65844205397
8638,373616.4200575742
6050,254289.46236052507
7639,105655.36630775721
10544,185544.46517246566
9577,247461.73395967527
13195,209541.27475781032
3484,217408.71238784527
16668,391905.07767101796
7171,181873.3524936678
8547,227995.4917963476
12735,210846.60933709185
9093,190611.888267063
15323,295723.06884455145
14897,139207.74992759989
5135,137420.0278076804
5327,199446.84540291794
13133,257722.12061122243
1676,288373.7302416688
16296,289098.3721457892
1095,142937.4201771031
12528,158222.23017294778
7348,283438.50348793005
11663,164585.57395624765
1803,215273.52918218554
1510,223036.4835936487
16045,208175.6018949158
2900,144249.9427900934
3236,174854.68769130408
1318,255403.14738897354
14948,220710.69921492625
7840,283640.6050750995
15325,183853.97069327257
8700,142947.63154637173
15706,191328.09939472616
14449,184409.82617131053
16117,170547.2399815932
4529,187915.16306519567
11199,197633.81433026842
4052,375602.4957743916
821,209970.67499127187
68,274742.06476102845
554,115467.09525925365
452,197600.69931435146
11394,325364.6874850969
11393,184465.92411468807
9535,179666.61516247384
4024,191160.05261710126
10069,202282.9867426716
